Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2015,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-8,124.05,0.109,2.7,73.23,-4,1010
2015,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-8,135.13,0.109,2.7,70.66,-4,1010
2015,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-8,145.8,0.109,2.9,74.69,-5,1010
2015,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-8,155.1,0.109,3.2,69.42,-4,1010
2015,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-8,160.58,0.109,3.5,69.79,-4,1010
2015,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-8,158.87,0.109,3.6,71.31,-4,1010
2015,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Cirrus,-7,151.26,0.109,3.6,74.81,-4,1010
2015,1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,141.16,0.109,3.7,75.95,-4,1010
2015,1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,130.23,0.109,4.0,76.67,-4,1010
2015,1,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,119.13,0.109,4.2,77.09,-4,1010
2015,1,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,108.2,0.109,4.4,76.25,-4,1010
2015,1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,97.72,0.109,4.4,75.79,-4,1010
2015,1,1,12,0,15.0,243.0,23.0,15.0,243.0,23.0,Probably Clear,-7,88.0,0.109,4.2,75.36,-4,1010
2015,1,1,13,0,45.0,634.0,162.0,45.0,634.0,162.0,Clear,-7,79.41,0.109,4.0,69.68,-3,1010
2015,1,1,14,0,60.0,781.0,297.0,60.0,781.0,297.0,Clear,-8,72.39,0.109,4.0,58.34,-1,1010
2015,1,1,15,0,66.0,852.0,393.0,66.0,852.0,393.0,Clear,-8,67.5,0.109,4.0,56.85,-1,1010
2015,1,1,16,0,69.0,877.0,436.0,69.0,877.0,436.0,Clear,-8,65.23,0.109,4.0,53.28,0,1010
2015,1,1,17,0,69.0,868.0,424.0,69.0,868.0,424.0,Clear,-8,65.86,0.109,4.1,54.7,0,1010
2015,1,1,18,0,65.0,827.0,357.0,65.0,827.0,357.0,Clear,-7,69.32,0.109,4.2,56.8,0,1010
2015,1,1,19,0,56.0,726.0,241.0,56.0,726.0,241.0,Clear,-6,75.19,0.109,4.2,59.44,0,1010
2015,1,1,20,0,36.0,498.0,97.0,36.0,498.0,97.0,Probably Clear,-6,82.95,0.109,4.3,62.9,0,1010
2015,1,1,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Clear,-5,92.09,0.109,4.3,66.77,0,1010
2015,1,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-4,102.17,0.109,4.1,70.16,0,1010
2015,1,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Cirrus,-4,112.87,0.109,4.0,73.8,0,1010
2015,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-3,123.91,0.109,4.1,77.39,0,1010
2015,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-3,134.99,0.109,4.2,79.67,0,1010
2015,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,145.66,0.109,4.1,81.15,0,1000
2015,1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,154.97,0.109,4.0,82.08,0,1000
2015,1,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,160.48,0.109,4.0,82.7,0,1000
2015,1,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,158.84,0.109,3.9,83.45,0,1000
2015,1,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,151.27,0.109,3.8,84.08,0,1010
2015,1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,141.19,0.109,3.8,84.11,0,1010
2015,1,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Clear,-2,130.27,0.109,3.9,89.67,-1,1010
2015,1,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,119.16,0.109,3.9,88.93,-1,1010
2015,1,2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,108.23,0.109,3.9,87.66,-1,1010
2015,1,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,97.74,0.109,3.9,80.75,0,1010
2015,1,2,12,0,16.0,175.0,22.0,16.0,175.0,22.0,Probably Clear,-2,88.01,0.109,3.9,80.54,0,1010
2015,1,2,13,0,52.0,553.0,154.0,52.0,553.0,154.0,Clear,-2,79.4,0.109,4.0,81.72,0,1010
2015,1,2,14,0,71.0,710.0,286.0,71.0,710.0,286.0,Clear,-2,72.36,0.109,4.3,77.96,1,1010
2015,1,2,15,0,78.0,796.0,383.0,78.0,796.0,383.0,Probably Clear,-2,67.45,0.109,4.7,73.46,2,1010
2015,1,2,16,0,181.0,184.0,259.0,84.0,812.0,426.0,Super-Cooled Water,-2,65.15,0.109,4.8,66.36,3,1010
2015,1,2,17,0,175.0,198.0,257.0,87.0,790.0,412.0,Super-Cooled Water,-2,65.76,0.109,4.6,65.17,3,1010
2015,1,2,18,0,,,,,,,,-2,69.2,0.109,4.5,69.8,2,1010
