Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2016,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,1,124.08,0.108,3.5,97.77,2,1010
2016,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,1,135.16,0.108,3.5,95.82,2,1010
2016,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,1,145.83,0.108,3.5,100.0,1,1010
2016,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,0,155.13,0.108,3.5,99.59,1,1010
2016,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,160.6,0.108,3.5,98.21,1,1010
2016,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,158.88,0.108,3.4,96.39,1,1010
2016,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,151.25,0.108,3.3,94.5,1,1010
2016,1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,141.16,0.108,3.3,93.52,1,1010
2016,1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,130.22,0.108,3.3,93.06,1,1010
2016,1,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,119.12,0.108,3.3,92.52,1,1010
2016,1,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,108.19,0.108,3.3,98.5,0,1010
2016,1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,97.72,0.108,3.3,97.24,0,1010
2016,1,1,12,0,,,,,,,,0,88.0,0.108,3.3,96.19,0,1010
2016,1,1,13,0,,,,,,,,0,79.41,0.108,3.4,90.71,1,1010
2016,1,1,14,0,,,,,,,,0,72.4,0.108,3.6,85.18,2,1010
2016,1,1,15,0,162.0,101.0,201.0,77.0,791.0,380.0,Super-Cooled Water,0,67.51,0.108,3.6,77.97,3,1010
2016,1,1,16,0,,,,,,,,0,65.25,0.108,3.5,76.06,3,1000
2016,1,1,17,0,145.0,6.0,148.0,81.0,808.0,411.0,Super-Cooled Water,0,65.89,0.108,3.3,70.3,4,1000
2016,1,1,18,0,,,,,,,,0,69.35,0.108,3.2,70.47,4,1000
2016,1,1,19,0,,,,,,,,0,75.22,0.108,3.1,76.84,3,1000
2016,1,1,20,0,,,,,,,,0,82.98,0.108,3.1,85.12,2,1000
2016,1,1,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,0,92.12,0.108,3.1,87.14,2,1000
2016,1,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,0,102.2,0.108,3.1,94.52,1,1000
2016,1,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,0,112.91,0.108,3.2,94.49,1,1000
2016,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,0,123.95,0.109,3.4,93.88,1,1000
2016,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,135.03,0.109,3.5,93.28,1,1000
2016,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,0,145.7,0.109,3.7,98.94,0,1000
2016,1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,0,155.0,0.109,4.1,95.52,0,1000
2016,1,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-1,160.5,0.109,4.5,90.21,0,1000
2016,1,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,158.84,0.109,4.7,85.17,0,1000
2016,1,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,151.26,0.109,4.7,82.28,0,1000
2016,1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,141.19,0.109,4.5,80.91,0,1010
2016,1,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,130.26,0.109,4.3,80.33,0,1010
2016,1,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-3,119.15,0.109,4.1,85.89,-1,1010
2016,1,2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-3,108.22,0.109,4.0,85.61,-1,1010
2016,1,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-3,97.74,0.109,3.8,85.82,-1,1010
2016,1,2,12,0,,,,,,,,-2,88.01,0.109,3.8,80.3,0,1010
2016,1,2,13,0,,,,,,,,-2,79.4,0.109,3.8,80.83,0,1010
2016,1,2,14,0,62.0,768.0,295.0,62.0,768.0,295.0,Clear,-2,72.37,0.109,3.8,80.3,0,1010
2016,1,2,15,0,69.0,839.0,391.0,69.0,839.0,391.0,Clear,-3,67.46,0.109,3.7,73.08,1,1010
